ID|date|tweet
585205447377977344|Mon Apr 06 22:20:25 +0000 2015|Mom catches life-threatening infection after sharing makeup brush with friend  http://ow.ly/LghdN
585197832233160707|Mon Apr 06 21:50:10 +0000 2015|Docs remove 2.75 inch leech from boy’s throat  http://ow.ly/LfQ4x
585190277528346626|Mon Apr 06 21:20:09 +0000 2015|3rd Salisbury University student diagnosed with tuberculosis  http://ow.ly/LfNTK
585185689018490884|Mon Apr 06 21:01:55 +0000 2015|Less than recommended physical activity may still lengthen life http://ow.ly/LfNOC
585178975191883776|Mon Apr 06 20:35:14 +0000 2015|Cigarette smoke makes superbugs even more aggressive, study finds  http://ow.ly/LfyEP
585172807295881216|Mon Apr 06 20:10:43 +0000 2015|How Mozart could make your cat spaying safer  http://ow.ly/Lfyz9
585167623656230912|Mon Apr 06 19:50:08 +0000 2015|Scary new drug can give users extreme strength, delusions  http://ow.ly/Lfyps
585157619821780993|Mon Apr 06 19:10:22 +0000 2015|‘Grandparenting’ in moderation might help keep the mind sharp   http://ow.ly/LfuDj
585148784381972480|Mon Apr 06 18:35:16 +0000 2015|Obese people may be more sensitive to food smells  http://ow.ly/LfuxC
585141337277739009|Mon Apr 06 18:05:40 +0000 2015|Is fish oil safe during chemotherapy? http://ow.ly/Lfurg
585135001315971072|Mon Apr 06 17:40:30 +0000 2015|Childhood ADHD linked to secondhand smoking  http://ow.ly/Lfuhq
585128754139291648|Mon Apr 06 17:15:40 +0000 2015|Indiana begins needle exchange in county with HIV outbreak  http://ow.ly/LfucD
585127441909358592|Mon Apr 06 17:10:27 +0000 2015|Self-cleaning pen helps prevent school absences at Texas elementary school  http://ow.ly/Lfum2
585123670642810881|Mon Apr 06 16:55:28 +0000 2015|Sierra Leone's Kailahun district records first Ebola case in months  http://ow.ly/Lfu7Y
585116085785120768|Mon Apr 06 16:25:20 +0000 2015|Texas grocery chain H-E-B pulls all Blue Bell products  http://ow.ly/LftZg
585110201222750210|Mon Apr 06 16:01:57 +0000 2015|Dallas hospital seeks dismissal of nurse's suit over Ebola http://ow.ly/LftUv
585102227083239424|Mon Apr 06 15:30:16 +0000 2015|Breast milk purchased online may be topped with cow’s milk, study finds   http://ow.ly/LftL7 via @EditorNicoleK
585095979835219969|Mon Apr 06 15:05:26 +0000 2015|15 simple ways to avoid medication mistakes  http://ow.ly/LftIb
585093438456070144|Mon Apr 06 14:55:20 +0000 2015|3 lifestyle changes to avoid constipation  http://ow.ly/LftFA
584116987787345920|Fri Apr 03 22:15:16 +0000 2015|This drug could be better than medical marijuana  http://ow.ly/LaPHY
584113274872037378|Fri Apr 03 22:00:31 +0000 2015|Maryland man blames shoplifting on temporary amnesia  http://ow.ly/LaPDz
584106873755959296|Fri Apr 03 21:35:05 +0000 2015|Odd tune: Trumpeter's neck swells like a bullfrog http://ow.ly/LaIck
584099339854807040|Fri Apr 03 21:05:09 +0000 2015|Cleaning with bleach may lead to childhood infections  http://ow.ly/LaGMh
584088116127997954|Fri Apr 03 20:20:33 +0000 2015|17-year-old girl living in ‘100-year-old body' dies  http://ow.ly/LaGpM
584079251542044672|Fri Apr 03 19:45:19 +0000 2015|This drug could be better than medical marijuana http://ow.ly/LaCFF
584074166887919616|Fri Apr 03 19:25:07 +0000 2015|Asthma very common among Olympic-level swimmers http://ow.ly/Laj06
584067943929085953|Fri Apr 03 19:00:23 +0000 2015|How children develop the idea of free will http://ow.ly/LaiWJ
584060369192247297|Fri Apr 03 18:30:17 +0000 2015|France bans super-skinny models in anorexia clampdown http://ow.ly/LaiTV
584054030579662848|Fri Apr 03 18:05:06 +0000 2015|Deadly snakes ‘milked’ to create potent new anti-venom  http://ow.ly/LaiQF
584047826881093633|Fri Apr 03 17:40:27 +0000 2015|Walking may help overweight people curb sugar cravings  http://ow.ly/LaiOe
584044019589783552|Fri Apr 03 17:25:19 +0000 2015|Night owls at higher risk of diabetes, other illnesses  http://ow.ly/LaiLN
584038183291265024|Fri Apr 03 17:02:08 +0000 2015|The way you apply eyeliner could be unhealthy   http://ow.ly/LaiJw
584032718620647424|Fri Apr 03 16:40:25 +0000 2015|Scientists invent perfume that smells better as you sweat  http://ow.ly/LaiGV
584026357597888513|Fri Apr 03 16:15:08 +0000 2015|Psychiatrist coping with immune deficiency counsels others with chronic disease http://ow.ly/LaiD0 via @mindyC_
584020101743124480|Fri Apr 03 15:50:17 +0000 2015|Family seeks answers after mystery illness paralyzes 20-month-old boy  http://ow.ly/LaiAs
584015048122703872|Fri Apr 03 15:30:12 +0000 2015|Blind man completes Tough Mudder, vows to run in Boston Marathon  http://ow.ly/LaiwC
584006209772113921|Fri Apr 03 14:55:05 +0000 2015|Connecticut teen must complete cancer treatment in hospital, judge says  http://ow.ly/Laiuk
584005762462027776|Fri Apr 03 14:53:18 +0000 2015|The curious story of the man who 'laid an egg' http://ow.ly/Laior via @EditorNicoleK http://pbs.twimg.com/media/CBrOJXCUIAIhRxi.jpg
583998669692788736|Fri Apr 03 14:25:07 +0000 2015|Doctors find half-pound fat ‘egg’ in 62-year-old man http://ow.ly/Laior via @EditorNicoleK
583991103659110401|Fri Apr 03 13:55:03 +0000 2015|What to know before exercising outdoors with allergies http://ow.ly/Laik4
583987752733118464|Fri Apr 03 13:41:44 +0000 2015|6 no-equipment cardio moves that tighten and tone your butt http://ow.ly/LaihJ
583725771795079168|Thu Apr 02 20:20:43 +0000 2015|Element of surprise helps babies learn, study says http://www.foxnews.com/health/2015/04/02/element-surprise-helps-babies-learn-study-says/
583716932463026178|Thu Apr 02 19:45:36 +0000 2015|Top US turkey producer Minnesota finds fourth bird flu case, USDA says  http://ow.ly/L8x9X
583708002185797633|Thu Apr 02 19:10:07 +0000 2015|Some ants have more taste for human food than others, study says  http://ow.ly/L8x6L
583703666688917504|Thu Apr 02 18:52:53 +0000 2015|Patients may prefer getting biopsy results by phone  http://ow.ly/L8x2a
583702530196111360|Thu Apr 02 18:48:22 +0000 2015|Minimally invasive surgery safe for rectal cancer  http://ow.ly/L8wWE
583701820960337921|Thu Apr 02 18:45:33 +0000 2015|India likely to add more AIDs, TB drugs to essential medicines http://ow.ly/L82cH
583685351581057024|Thu Apr 02 17:40:06 +0000 2015|What is Morgellons disease? http://ow.ly/L8221
583676620222947328|Thu Apr 02 17:05:25 +0000 2015|Obese children may have a harder time tasting fats than leaner kids  http://ow.ly/L80oz
583675417011302400|Thu Apr 02 17:00:38 +0000 2015|UPDATE: Patient tests negative for #Ebola in Colorado http://ow.ly/L8tVb
583667773030686721|Thu Apr 02 16:30:15 +0000 2015|Older men who exercise more have better erectile function  http://ow.ly/L80hv
583662709499109376|Thu Apr 02 16:10:08 +0000 2015|Fetal DNA tests prove highly accurate but experts warn of exceptions http://ow.ly/L80c3
583656537798930434|Thu Apr 02 15:45:37 +0000 2015|Patient evaluated for Ebola at Colorado hospital after seeing symptoms http://ow.ly/L7ZxY
583650219608375296|Thu Apr 02 15:20:30 +0000 2015|Arkansas man's kidney failure stemmed from too much iced tea http://ow.ly/L7ZsR
583645104130392065|Thu Apr 02 15:00:11 +0000 2015|Pregnant woman walks to hospital to give birth after ambulance carrying her crashes http://ow.ly/L7Wxi
583638874401935361|Thu Apr 02 14:35:25 +0000 2015|How to get a ripped chest without working out http://ow.ly/L7Wut
583632716018688000|Thu Apr 02 14:10:57 +0000 2015|5 surprising ways men and women sense things differently  http://ow.ly/L7WqE
583397207740719104|Wed Apr 01 22:35:07 +0000 2015|India to repackage state-supplied condoms in bid to attract users  http://ow.ly/L5OIA
583389668793806848|Wed Apr 01 22:05:10 +0000 2015|10 Ebola cases found during Sierra Leone's shutdown http://ow.ly/L5NKV
583382106266595328|Wed Apr 01 21:35:07 +0000 2015|This state has the highest use of mood-altering drugs  http://ow.ly/L5trq
583377110384959489|Wed Apr 01 21:15:16 +0000 2015|Study finds stem cells can be manipulated to promote bone growth   http://ow.ly/L5tnA via @AHLex3889
583370820636008448|Wed Apr 01 20:50:16 +0000 2015|Military suicides aren't linked to deployment, study finds  http://ow.ly/L5tk0
583363352220590082|Wed Apr 01 20:20:36 +0000 2015|Kids allowed to sip alcohol more likely to drink as teens, study says  http://ow.ly/L5cOG
583356998118436864|Wed Apr 01 19:55:21 +0000 2015|Acetaminophen not effective for lower back pain, study finds  http://ow.ly/L59OG
583349405346111488|Wed Apr 01 19:25:10 +0000 2015|California getting ‘second-hand’ smog from China, researchers say  http://ow.ly/L4Wyq
583343633513996288|Wed Apr 01 19:02:14 +0000 2015|Five US health workers released after Ebola monitoring in Nebraska  http://ow.ly/L4WrE
583333186572304384|Wed Apr 01 18:20:44 +0000 2015|Pessimism and anxiety can improve performance http://ow.ly/L4Wnz
583325525176922112|Wed Apr 01 17:50:17 +0000 2015|Leg strap monitors lactic acid for better workouts http://ow.ly/L4WjC
583319188766330880|Wed Apr 01 17:25:06 +0000 2015|Bizarre condition makes tongue resemble geographic map   http://ow.ly/L4VKd
583314218239299584|Wed Apr 01 17:05:21 +0000 2015|Peanuts and other nuts are good for you after all--here's why http://ow.ly/L4VG7
583307981795753984|Wed Apr 01 16:40:34 +0000 2015|Hundreds rally around 11-year-old battling ovarian cancer  http://ow.ly/L4VCI
583301651735425024|Wed Apr 01 16:15:25 +0000 2015|3-D print technology provides ‘robohand’ to 7-year-old girl  http://ow.ly/L4Vvn
583296556520079360|Wed Apr 01 15:55:10 +0000 2015|Next generation GMOS may include cancer-fighting pink pineapples, heart-healthy purple tomatoes http://ow.ly/L4Vmo
583293635669696512|Wed Apr 01 15:43:34 +0000 2015|RT @drmannyonFOX: When 'feeling the burn' is a bad thing - 8 tips for soothing #heartburn during #pregnancy http://ow.ly/L2VI3
583291559917043712|Wed Apr 01 15:35:19 +0000 2015|Web searches may predict disease risk among populations http://ow.ly/L4V5x
583285232226430976|Wed Apr 01 15:10:10 +0000 2015|10 best foods for muscle growth http://ow.ly/L4UVe
583278937540833280|Wed Apr 01 14:45:10 +0000 2015|Workout mixes drumming and full-body cardio http://ow.ly/L4UMw
583272748258062336|Wed Apr 01 14:20:34 +0000 2015|Germanwings tragedy highlights stigma surrounding mental illness http://ow.ly/L4UG1
583267605915529217|Wed Apr 01 14:00:08 +0000 2015|African plant outlawed in US may offer treatment for addicts http://ow.ly/L4Uiq
583264573941264384|Wed Apr 01 13:48:05 +0000 2015|How being in a relationship can affect your health http://ow.ly/L4Uzb
583043636054605824|Tue Mar 31 23:10:09 +0000 2015|The power of positivity: How banishing negative thoughts helped me beat pancreatic #cancer, twice http://ow.ly/L2SHU
583036185318178817|Tue Mar 31 22:40:33 +0000 2015|How many Americans could get Ebola? Study provides estimates  http://ow.ly/L2G0x
583027307331391488|Tue Mar 31 22:05:16 +0000 2015|Guess your age? 3D facial scan beats doctor's exam  http://ow.ly/L2CJC
583018739253317632|Tue Mar 31 21:31:14 +0000 2015|Mother forced to choose which child to save with kidney transplant http://ow.ly/L2rdL
583013600236834817|Tue Mar 31 21:10:48 +0000 2015|Forceps left in woman’s abdomen during botched operation   http://ow.ly/L2ra8
583007186994991104|Tue Mar 31 20:45:19 +0000 2015|Woman's car window plea gets her a kidney donor http://ow.ly/L2r5r
583002199933882368|Tue Mar 31 20:25:30 +0000 2015|We might be breathing in DNA from superbugs, study finds   http://ow.ly/L2r1K
582997449544871936|Tue Mar 31 20:06:38 +0000 2015|Teens with HIV fare worse when parents don't come to clinic appointments  http://ow.ly/L2gD0
582990780786069504|Tue Mar 31 19:40:08 +0000 2015|New cancer drugs 'vastly overestimated,' says contrarian analyst  http://ow.ly/L2gvP
582984552924241921|Tue Mar 31 19:15:23 +0000 2015|Disabled protein plays role in progression of some forms of ALS, study finds http://ow.ly/L2gpT
582981319522717696|Tue Mar 31 19:02:32 +0000 2015|Recovery from surgery quicker with hospitals' new protocol  http://ow.ly/L28j7
582975713831194626|Tue Mar 31 18:40:15 +0000 2015|Priest who took ice bucket challenge with Pittsburgh bishop dies of ALS    http://ow.ly/L28bZ
582969395355488257|Tue Mar 31 18:15:09 +0000 2015|What are risks of early menopause?  http://ow.ly/L1Jbl
582963205351313408|Tue Mar 31 17:50:33 +0000 2015|Biogen shortens name, expands ambitions in Alzheimer's, ALS  http://ow.ly/L286C
582959393047781378|Tue Mar 31 17:35:24 +0000 2015|China aims to double doctor numbers as cure for healthcare woes http://ow.ly/L1Jj7
582956433559457792|Tue Mar 31 17:23:39 +0000 2015|Man with cerebral palsy completes Ironman Kona, conquers Mt. Kilimanjaro http://ow.ly/L2xYQ via @mindyc_
582950953625735168|Tue Mar 31 17:01:52 +0000 2015|Sierra Leone Ebola lockdown exposes hundreds of suspected cases  http://ow.ly/L1J2l
582944298456481793|Tue Mar 31 16:35:25 +0000 2015|Mexican double transplant patient gets 90-day humanitarian pass from DHS http://ow.ly/L1Ioi
582934150488920064|Tue Mar 31 15:55:06 +0000 2015|Saffron supplements prevent muscle weakness, pain after workout http://ow.ly/L1Ien
582925424960933888|Tue Mar 31 15:20:26 +0000 2015|US cancer incidence, mortality largely stable or decreasing  http://ow.ly/L1I60
582919399390232576|Tue Mar 31 14:56:29 +0000 2015|Alabama baby born without a nose http://ow.ly/L23BA
582919118522830848|Tue Mar 31 14:55:22 +0000 2015|One in five teens have tried e-cigarettes, a British study finds  http://ow.ly/L1I1D
582910431267831808|Tue Mar 31 14:20:51 +0000 2015|Study: Fruit and vegetable pesticides may cut sperm count by half   http://ow.ly/L1HYL
582901591990235137|Tue Mar 31 13:45:43 +0000 2015|5 foods for better brain health http://ow.ly/L1HNH
582898764404428800|Tue Mar 31 13:34:29 +0000 2015|7 things you should know about matcha  http://ow.ly/L1HLv
582667410496425984|Mon Mar 30 22:15:10 +0000 2015|American who caught #Ebola improves to fair condition http://ow.ly/KZHsL
582659876243025921|Mon Mar 30 21:45:14 +0000 2015|Device records snores to track sleep http://ow.ly/KZhdH
582653585902723072|Mon Mar 30 21:20:14 +0000 2015|Kids’ fast food consumption on the decline  http://ow.ly/KZelq
582648784108318720|Mon Mar 30 21:01:09 +0000 2015|Apple a day might keep the pharmacist away  http://ow.ly/KZehX
582639753914380288|Mon Mar 30 20:25:16 +0000 2015|Scientists make new discovery about Stone-Age sex  http://ow.ly/KZ8uN
582633865136705536|Mon Mar 30 20:01:52 +0000 2015|How one woman is changing the way parents, kids talk about sex  http://ow.ly/KZ8p2
582628530896396288|Mon Mar 30 19:40:41 +0000 2015|Lululemon pants focus on male comfort http://ow.ly/KZ8gp
582622103825940480|Mon Mar 30 19:15:08 +0000 2015|Los Angeles company to halt seafood distribution over listeria  http://ow.ly/KZ89r
582617092832305153|Mon Mar 30 18:55:14 +0000 2015|Battling nightmare infections: US CDC’s plan to beat superbugs  http://ow.ly/KYKJq
582609556225818625|Mon Mar 30 18:25:17 +0000 2015|For disabled vets, playing team sports boosts quality of life  http://ow.ly/KYKEU
582603289264570370|Mon Mar 30 18:00:23 +0000 2015|Mental illness alone does not explain Germanwings co-pilot’s behavior, experts say   http://ow.ly/KYKAq
582596928459919360|Mon Mar 30 17:35:06 +0000 2015|Britain to offer all infants meningitis B vaccine  http://ow.ly/KYKus
582589486661541888|Mon Mar 30 17:05:32 +0000 2015|Why getting patients on their feet may speed recovery in ICU  http://ow.ly/KYJS3
582583188981186561|Mon Mar 30 16:40:30 +0000 2015|Battlefield lessons transform US emergency care  http://ow.ly/KYJNX
582576794798276608|Mon Mar 30 16:15:06 +0000 2015|Liberia urges sexual caution to beat Ebola outbreak  http://ow.ly/KYJH6
582571766326947840|Mon Mar 30 15:55:07 +0000 2015|Experts caution against random drug testing in schools   http://ow.ly/KYJzm
582562991138164736|Mon Mar 30 15:20:15 +0000 2015|Ohio family moving to Colorado for daughter’s medical marijuana treatments   http://ow.ly/KYJnY
582556713104105472|Mon Mar 30 14:55:18 +0000 2015|Measure kids’ medicines in metric units, not spoonfuls, doctors say http://ow.ly/KYJeg
582549195543986176|Mon Mar 30 14:25:26 +0000 2015|Hearing loss: Could your headphones be to blame?   http://www.foxnews.com/health/2015/03/27/hearing-loss-could-headphones-be-to-blame/  http://ow.ly/KYJ9Z
582545968689741824|Mon Mar 30 14:12:36 +0000 2015|Sugar-seeking MRI may detect cancer, improve biopsies   http://ow.ly/KYJ7a
581796722193633280|Sat Mar 28 12:35:22 +0000 2015|RT @drmannyonFOX: Want more health videos? Subscribe to my @YouTube channel and learn to live your healthiest life! http://ow.ly/KHES4
581785054902353920|Sat Mar 28 11:49:00 +0000 2015|RT @drmannyonFOX: Take this short quiz today to test your knowledge of #alcohol and #pregnancy. http://ow.ly/KUOIc
581562686833586176|Fri Mar 27 21:05:24 +0000 2015|British Ebola patient cured after experimental treatment  http://ow.ly/KTxKM
581555143642128385|Fri Mar 27 20:35:25 +0000 2015|How to achieve a healthy pregnancy with HIV http://ow.ly/KTqiA  via @drmannyonfox
581548837292154882|Fri Mar 27 20:10:22 +0000 2015|Dad eats pot brownies, thinks he has a stroke http://ow.ly/KTjYF
581542557559160832|Fri Mar 27 19:45:24 +0000 2015|First junk food tax in US coming to Navajo Nation next month  http://ow.ly/KT4rX
581536325792337920|Fri Mar 27 19:20:39 +0000 2015|Family blames marijuana candy for 22-year-old's suicide  http://ow.ly/KT4lJ
581527390779777024|Fri Mar 27 18:45:08 +0000 2015|Oklahoma star braces for Sweet 16 -- with bullet lodged in shoulder   http://ow.ly/KT2Rs
581521115274690560|Fri Mar 27 18:20:12 +0000 2015|Eyeliner too close to the eye leads to contamination  http://ow.ly/KSVyW
581514864587366400|Fri Mar 27 17:55:22 +0000 2015|Moms' excess pregnancy weight linked to kids' obesity  http://ow.ly/KSUj0
581509758080929792|Fri Mar 27 17:35:04 +0000 2015|Florida boy celebrates end of radiation with surprise visit from Power Rangers   http://ow.ly/KSSRi
581503552406818816|Fri Mar 27 17:10:25 +0000 2015|Widows may have fewer social and financial problems than in the past http://ow.ly/KSyFR
581496032380485632|Fri Mar 27 16:40:32 +0000 2015|Plain cigarette packs with health warnings may encourage quitting  http://ow.ly/KSyzY
581489631935520768|Fri Mar 27 16:15:06 +0000 2015|Ebola 'supervirus' is unlikely, experts say http://ow.ly/KSyuc
581483529500012544|Fri Mar 27 15:50:51 +0000 2015|Sierra Leoneans to stay home in final push to stop Ebola http://ow.ly/KSymM
581477063162482688|Fri Mar 27 15:25:09 +0000 2015|Two experimental Ebola vaccines pass safety test in African trial http://ow.ly/KSyim
581472051858423809|Fri Mar 27 15:05:15 +0000 2015|Maker of tainted medical scopes issues new cleaning guide http://ow.ly/KSycI
581466060832018432|Fri Mar 27 14:41:26 +0000 2015|Germanwings co-pilot's past may hold keys to his actions http://ow.ly/KSPBf
581465835098783744|Fri Mar 27 14:40:32 +0000 2015|Answers to common questions about HIV, needles and drug use http://ow.ly/KSy9A
581458281509576704|Fri Mar 27 14:10:31 +0000 2015|White House crafts first-ever plan to fight superbugs http://ow.ly/KSy5o
581452014720294912|Fri Mar 27 13:45:37 +0000 2015|How to manage a chronic condition in the workplace   http://ow.ly/KSy2a
581448713786273793|Fri Mar 27 13:32:30 +0000 2015|Natalie Dormer's go-to fitness moves   http://ow.ly/KSxZV
581201485322674176|Thu Mar 26 21:10:06 +0000 2015|Are smart pills &amp; brain zapping risky? Bioethicists weigh in  http://ow.ly/KQAa5
581196508038631425|Thu Mar 26 20:50:20 +0000 2015|American who contracted Ebola improves, in serious condition   http://ow.ly/KQlxb
581187730400505856|Thu Mar 26 20:15:27 +0000 2015|With diabetic nerve damage, walking can pose fall risk   http://ow.ly/KQ7H1
581182694031298560|Thu Mar 26 19:55:26 +0000 2015|Evidence of xylitol's cavity-preventing benefits lacking  http://ow.ly/KQ5KO
581173952300617728|Thu Mar 26 19:20:42 +0000 2015|Recovery time plays key role for NCAA’s March Madness athletes http://ow.ly/KQ5yN via @AHLex3889
581165128479076353|Thu Mar 26 18:45:38 +0000 2015|Nurse helps mother-daughter team cross finish line of Georgia 5K  http://ow.ly/KPDVA
581156279307116544|Thu Mar 26 18:10:29 +0000 2015|New Ebola infections continue to drop; Guinea still a concern  http://ow.ly/KPDSP
581152478550458368|Thu Mar 26 17:55:22 +0000 2015|Cholera will plague Haiti until water, sanitation crisis solved, experts say  http://ow.ly/KPDQ2
581148818219134976|Thu Mar 26 17:40:50 +0000 2015|Ebola is most deadly among babies, young children, study finds  http://ow.ly/KPDLK
581142518106050561|Thu Mar 26 17:15:48 +0000 2015|A look at some key statistics on rare diseases in the US  http://ow.ly/KPDJ8
581137398345666560|Thu Mar 26 16:55:27 +0000 2015|Mother's support is vital for sexually abused children  http://ow.ly/KPDGF
581129878340268033|Thu Mar 26 16:25:34 +0000 2015|Boston hospital treating survivors of Honduran market blast  http://ow.ly/KPDDL
581124788778852352|Thu Mar 26 16:05:21 +0000 2015|Science, patients driving rare disease drug research surge   http://ow.ly/KPDyT
581120960377581568|Thu Mar 26 15:50:08 +0000 2015|Adequate sleep tied to women’s sexual function http://ow.ly/KPDsf
581114691709222912|Thu Mar 26 15:25:13 +0000 2015|Interrupting sitting time may improve health in type 2 diabetes  http://ow.ly/KPDnc
581108797969735680|Thu Mar 26 15:01:48 +0000 2015|Indiana to declare public health emergency over HIV outbreak  http://ow.ly/KPDfc
581103439503032320|Thu Mar 26 14:40:31 +0000 2015|Researchers identify more than 20 million genetic variants in Icelanders    http://ow.ly/KPD1m
581097036495396866|Thu Mar 26 14:15:04 +0000 2015|Why cheating on your diet is actually good for you   http://ow.ly/KPCTm
